id,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,Altitude
109,Arabica,Angelica Paola Citan Lopez,Guatemala,APROCAFE,4150220029,,11/63/626,"RETRILLAS DEL PACIFICO, S. A.",ATITLAN,APROCAFE,632,30 kg,Asociacion Nacional Del Café,2021 / 2022,"March 17th, 2022",Angelica Paola Citan Lopez,Bourbon,Washed / Wet,7.58,7.83,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.75,83.5,10.7 %,0 full defects,2,Green,4 full defects,"March 17th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
110,Arabica,Huaxitian,Taiwan,花囍田咖啡莊園Hua Xi Tian Manor Cafe',1101118,花囍田咖啡莊園Hua Xi Tian Manor Cafe',,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","林貝珊 Lin, Pei-Shan",1,35 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",Huaxitian,Yellow Bourbon,Natural / Dry,7.92,7.67,7.58,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.42,9.9 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1080
111,Arabica,"CECA, S.A.",Costa Rica,Gamboa Farm,11521-01,Beneficio Montañas del Diamante,5-0025-0112,"CECA,S.A.",Tarrazu/Los Santos,Martin Gutierrez,350,35 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"April 12th, 2022","CECA, S.A.",Caturra,Washed / Wet,7.83,7.75,7.42,7.42,7.67,7.5,10.0,10.0,10.0,7.75,83.33,11 %,0 full defects,0,Green,1 full defects,"April 12th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1850
112,Arabica,Sucafina Colombia SAS,Colombia,Blend,3-0960-01779,Sucafina Trilladora Neiva,3-0960-,Sucafina Colombia SAS,Huila,Colombia Excelso Q Arabica Certified,275,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021 / 2022,"April 22nd, 2022",Sucafina Colombia SAS,Caturra,Washed / Wet,7.75,7.58,7.17,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.25,11.3 %,0 full defects,1,Green,0 full defects,"April 22nd, 2023",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Emilio J Bonnet - 3186238650,1800
113,Arabica,Ikuto Uehara,Kenya,Several Farmers,37/12173/652,Dry Mill of Othaya Co-operative,,Marubeni Corporation,Nyeri,Othaya Co-operative,53,60 kg,Japan Coffee Exchange,2021,"May 2nd, 2022",Ikuto Uehara,SL28,Washed / Wet,7.58,7.67,7.5,7.75,7.67,7.58,10.0,10.0,10.0,7.5,83.25,11.6 %,0 full defects,3,Green,1 full defects,"May 2nd, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,2000
114,Arabica,Juan Manuel Silvestre,Honduras,Las Cuchillas,303,Dry Mill,13-111-194,Mercon Honduras,Comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2021,"June 22nd, 2021",Juan Manuel Silvestre,Catuai,Washed / Wet,7.75,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.5,83.25,11.5 %,0 full defects,0,Green,2 full defects,"June 22nd, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1450
115,Arabica,YAMAOKA KIYOTAKA,Vietnam,Langbiang Coffee Village,Babros Coffee Works,Langbiang Coffee Village,,Babros Coffee Works,LAM DONG,Mr. Yamaoka Kiyotaka,5,60 kg,Stone Village Lab & Institute Of Quality,2021,"August 4th, 2021",YAMAOKA KIYOTAKA,Catimor,Washed / Wet,7.67,7.58,7.33,7.75,7.58,7.67,10.0,10.0,10.0,7.58,83.17,12.6 %,0 full defects,0,Green,0 full defects,"August 4th, 2022",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,1600-1629
116,Arabica,"CECA, S.A.",Costa Rica,Gamboa Farm,11523-01,Beneficio Montañas del Diamante,5-0025-0114,"CECA,S.A.",Tarrazu/Los Santos,Martin Gutierrez,200,69 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"April 8th, 2022","CECA, S.A.",Caturra,Washed / Wet,7.75,7.58,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.58,83.17,11.1 %,0 full defects,2,Green,5 full defects,"April 8th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1850
117,Arabica,Juan Manuel Silvestre,Honduras,Las Cuchillas,206,Dry Mill,13-111-139,Mercon Honduras,Comayagua,Nahun Maldonado,150,69 kg,Instituto Hondureño del Café,2021,"June 8th, 2021",Juan Manuel Silvestre,Catuai,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.58,83.17,11.1 %,0 full defects,0,Green,3 full defects,"June 8th, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1450
118,Arabica,CHEN SHAN DONG 陳善東,Taiwan,東泓咖啡莊園Dong Hong Coffee Mamor,1,東泓咖啡莊園Dong Hong Coffee Mamor,,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳善東 Chen, Shan-Dong",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",CHEN SHAN DONG 陳善東,SL34,Natural / Dry,7.75,7.83,7.5,7.5,7.42,7.58,10.0,10.0,10.0,7.5,83.08,10.1 %,0 full defects,0,Yellow-Green,1 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",750
119,Arabica,Manuel Murrieta,Mexico,,MYR-01-EP,DESCASCARILLADO,,Grupo Agroindustrial MYR S.A de C.V.,CHIAPAS,,8000,1 kg,Specialty Coffee Association,2020,"October 29th, 2021",Manuel Murrieta,Bourbon,Washed / Wet,7.67,7.5,7.42,7.75,7.75,7.5,10.0,10.0,10.0,7.5,83.08,11.4 %,0 full defects,0,Green,0 full defects,"October 29th, 2022",Specialty Coffee Association,"505 Technology Drive, Suite 340 Santa Ana, CA 92701",Jessica Rodriguez - 562-999-3164,1500
120,Arabica,Lydiah Mwangi,Kenya AA FAQ,"Karatina , Gathaithi",CN 4124220092,CENTRAL KENYA MILL.,37/00045/0092,C. Dorman limited,CENTRAL,"Barichu, Gathaithi",160,60 kg,Kenya Coffee Traders Association,2022,"January 28th, 2022",Lydiah Mwangi,SL34,Washed / Wet,7.75,7.5,7.67,7.33,7.58,7.58,10.0,10.0,10.0,7.67,83.08,10.2 %,0 full defects,0,Green,2 full defects,"January 28th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1670
121,Arabica,Monica Claudia Cardona,Colombia,El Reposo,1,El Reposo,,Scientia Environmental,Andina,Abeejorral,100,50 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021 / 2022,"August 6th, 2021",Monica Claudia Cardona,Caturra,Washed / Wet,7.42,7.58,7.58,7.83,7.67,7.42,10.0,10.0,10.0,7.5,83.0,9.7 %,0 full defects,1,Green,0 full defects,"August 6th, 2022",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Emilio J Bonnet - 3186238650,1828
122,Arabica,Alexis Rodriguez,Nicaragua,La Cumplida,NHOL-473/21,Sebaco NI,017-053-0189,Nestle Nespresso SA,Matagalpa,Ecom CH,275,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"July 23rd, 2021",Alexis Rodriguez,La Marsellesa,Natural / Dry,7.75,7.58,7.42,7.58,7.83,7.33,10.0,10.0,10.0,7.5,83.0,8 %,55 full defects,0,Brownish,12 full defects,"July 23rd, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,1500
123,Arabica,Karla Nicaragua,Nicaragua,Matagalpa - Jinotega,017-053-0165,PPC Sebaco,017-053-0165,Exportadora Atlantic S.A,Matagalpa,varios productores,25,69 kg,Asociación de Cafés Especiales de Nicaragua,2021 / 2022,"March 29th, 2022",Karla Nicaragua,Caturra,Washed / Wet,7.42,7.5,7.42,7.83,7.83,7.67,10.0,10.0,10.0,7.33,83.0,10.5 %,0 full defects,4,Bluish-Green,0 full defects,"March 29th, 2023",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,1100
124,Arabica,YAMAOKA KIYOTAKA,Vietnam,Langbiang Coffee Village,Double Fermented Washed,Langbiang Coffee Village,,Babros Coffee Works,LAM DONG,Mr. Yamaoka Kiyotaka,5,60 kg,Stone Village Lab & Institute Of Quality,2021,"September 7th, 2021",YAMAOKA KIYOTAKA,Catimor,,7.67,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.92,10.1 %,0 full defects,0,Green,1 full defects,"September 7th, 2022",Stone Village Lab & Institute Of Quality,"297 Tran Phu street, Thang Loi Ward, Buon Ma Thuot city, Dak Lak Province, Vietnam",Stone Village Lab Quality Service - +84 788891905,1600-1629
125,Arabica,Coffee Quality Union,Kenya,Kenyan Highlands area,CQU2022006,TAYLOR WINCH,037-0163-5536,Coffee Quality Union,Kericho,Selected small holder growers and wet mills,13,10 kg,Japan Coffee Exchange,2021,"April 7th, 2022",Coffee Quality Union,"SL28, SL34, Ruiru11",Washed / Wet,7.58,7.5,7.58,7.67,7.5,7.5,10.0,10.0,10.0,7.58,82.92,11.7 %,0 full defects,0,Green,2 full defects,"April 7th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1500－1950
126,Arabica,Angelica Paola Citan Lopez,Guatemala,VARIAS FINCAS,2022.66.1,BENEFICIO PASTORES,11/15/85,Asociación Nacional del Cafe,ANTIGUA,VARIOS PRODUCTORES,600,30 kg,Asociacion Nacional Del Café,2021 / 2022,"May 4th, 2022",Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.5,7.75,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92,10.3 %,0 full defects,0,GREENISH,1 full defects,"May 4th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1600
127,Arabica,Federación Nacional de Cafeteros - Logística Comercial,Colombia,,3-01-14115,Almacafé Medellín - Trilladora Bello,3-01-14115,Federación Nacional de Cafeteros,Antioquia,FNC - Several coffee growers,275,19250 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021,"June 8th, 2021",Federación Nacional de Cafeteros - Logística Comercial,Castillo,Washed / Wet,7.75,7.67,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.58,82.92,12.2 %,1 full defects,0,Bluish-Green,3 full defects,"June 8th, 2022",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Emilio J Bonnet - 3186238650,1600
128,Arabica,ED&F Man Volcafe Brasil Ltda.,Brazil,Capim Seco,VJP-Q-2021-001,Copag Varginha,002/164-3/0061,Man Volcafe Brasil Ltda.,Carmo de Minas - MG,Maria Rogeria Costa Pereira,325,59 kg,Brazil Specialty Coffee Association,2021 / 2022,"October 25th, 2021",ED&F Man Volcafe Brasil Ltda.,Yellow Bourbon,Natural / Dry,7.5,7.58,7.42,7.33,8.0,7.67,10.0,10.0,10.0,7.33,82.83,12 %,0 full defects,0,Bluish-Green,1 full defects,"October 25th, 2022",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,1115
129,Arabica,Yukinobu Ueda,Guatemala,Retrillas del Pacifico,11/92/04,Retrillas del Pacifico,11/92/04,"NIPPON COFFEE TRADING CO.,LTD.",New Oriente,Retrillas del Pacifico,250,69 kg,Japan Coffee Exchange,2020,"June 10th, 2021",Yukinobu Ueda,Bourbon,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.5,82.83,11.6 %,0 full defects,0,Green,2 full defects,"June 10th, 2022",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1350
130,Arabica,Karla Nicaragua,Nicaragua,Matagalpa - Jinotega,017-053-0164,PPC Sebaco,017-053-0164,Exportadora Atlantic S.A,Matagalpa,varios productores,125,69 kg,Asociación de Cafés Especiales de Nicaragua,2021 / 2022,"March 16th, 2022",Karla Nicaragua,Caturra,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.58,82.83,10.8 %,1 full defects,5,Green,14 full defects,"March 16th, 2023",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,1100
131,Arabica,GILBERTO GOMEZ RONZON,Mexico,PLUMA HIDALGO,016-2823-020,DRY MILL,,COSECHA BIENESTAR SA CV,PLUMA,COSECHA BIENESTAR SAPI CV,275,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"May 4th, 2022",GILBERTO GOMEZ RONZON,Typica,Natural / Dry,7.67,7.58,7.42,7.75,7.5,7.33,10.0,10.0,10.0,7.58,82.83,12.5 %,0 full defects,0,Green,0 full defects,"May 4th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1300
132,Arabica,"CECA, S.A.",Costa Rica,Gamboa Farm,11521-01,Beneficio Montañas del Diamante,5-0025-0112,"CECA,S.A.",Tarrazu/Los Santos,Martin Gutierrez,350,35 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"April 8th, 2022","CECA, S.A.",Caturra,Washed / Wet,7.83,7.42,7.42,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.75,11.2 %,0 full defects,4,Green,0 full defects,"April 8th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1850
133,Arabica,"Sunvirtue Co., Ltd.",Vietnam,Apollo Estate,Apollo Honey 2021,Dry Mill,,"Sunvirtue Co., Ltd.",Dalat,"Yeh,Li Chuan",11,15 kg,Specialty Coffee Association,2021,"May 5th, 2022","Sunvirtue Co., Ltd.",Catimor,Pulped natural / honey,7.58,7.67,7.25,7.25,7.67,7.67,10.0,10.0,10.0,7.67,82.75,11.9 %,0 full defects,0,Green,2 full defects,"May 5th, 2023",Specialty Coffee Association,"505 Technology Drive, Suite 340 Santa Ana, CA 92701",Jessica Rodriguez - 562-999-3164,1040
134,Arabica,"CECA, S.A.",Costa Rica,Gamboa Farm,11522,Beneficio Montañas del Diamante,5-0025-0111,"CECA,S.A.",Tarrazu/Los Santos,Martin Gutierrez,320,69 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"April 8th, 2022","CECA, S.A.",Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.67,11.2 %,0 full defects,0,Green,1 full defects,"April 8th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,1850
135,Arabica,Consejo Salvadoreño del Café,El Salvador,Agua Caliente,1-40,Agua Caliente,09-392-64,Consejo Salvadoreño del Café,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2021 / 2022,"March 9th, 2022",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.33,7.5,7.5,7.75,7.58,10.0,10.0,10.0,7.42,82.67,9.8 %,0 full defects,0,Green,1 full defects,"March 9th, 2023",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,1200
136,Arabica,Yongpu coffee estate,China,Yongpu coffee estate,1,YES,,Yongpu coffee estate,"Puer, Yunnan",Yongpu,167,60 kg,Blossom Valley International宸嶧國際,2021 / 2022,"January 4th, 2022",Yongpu coffee estate,Catimor,Washed / Wet,7.5,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.58,11.6 %,0 full defects,0,Bluish-Green,6 full defects,"January 4th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1450
137,Arabica,huang bao xi 黃保錫,Taiwan,野牡丹咖啡Ye Mu Dan Coffee,1,野牡丹咖啡Ye Mu Dan Coffee,,Taiwan Coffee Laboratory,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","黃保錫 Huang, Bao-Xi""",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",huang bao xi 黃保錫,SL34,Natural / Dry,7.67,7.75,7.42,7.33,7.5,7.5,10.0,10.0,10.0,7.33,82.5,9.4 %,0 full defects,0,Bluish-Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1250
138,Arabica,Gilbert Maina,"Tanzania, United Republic Of",KONGONI,AB KONGONI,GOURMET COFFEE MILL,033/DE/093/002,Dorman (T) ltd,ARUSHA,DORMAN,160,9600 kg,Kenya Coffee Traders Association,2021 / 2022,"December 17th, 2021",Gilbert Maina,K7,Washed / Wet,7.5,7.25,7.5,7.33,7.67,7.5,10.0,10.0,10.0,7.75,82.5,10.2 %,0 full defects,0,Green,4 full defects,"December 17th, 2022",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1700-1800
139,Arabica,Rae,Vietnam,Future Farm,100,Future Farm,,Karmic Circle Coffee,Lam Dong Provine,Toi Nguyen,2,1 kg,Specialty Coffee Association,2021,"June 2nd, 2021",Rae,Catimor,,7.58,7.58,7.5,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.5,11.5 %,0 full defects,0,Green,3 full defects,"June 2nd, 2022",Specialty Coffee Association,"505 Technology Drive, Suite 340 Santa Ana, CA 92701",Jessica Rodriguez - 562-999-3164,1400
140,Arabica,COSECHA BIENESTAR,Mexico,PLUMA HIDALGO,016-2823-016,DRY MILL,,COSECHA BIENESTAR,PLUMA,COSECHA BIENESTAR SAPI DE CV,275,69 kg,Centro Agroecológico del Café A.C.,2021,"July 6th, 2021",COSECHA BIENESTAR,Typica,Washed / Wet,7.67,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.58,82.42,12 %,0 full defects,0,YELLOWISH-GREEN,0 full defects,"July 6th, 2022",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,1300
141,Arabica,Alexis Rodriguez,China,,NHOL-1634/20,,,Nestle Nespresso SA,,China Nescafe,21,1000 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 10th, 2021",Alexis Rodriguez,,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.58,10.0,10.0,10.0,7.5,82.33,10.4 %,0 full defects,3,Green,4 full defects,"June 10th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
142,Arabica,Gilbert Maina,"Tanzania, United Republic Of",TARAKEA,CN 412720047/4189220115,GOURMET COFFEE MILL,033/DE/101/014 and 033/DE/45/001,C.DORMAN SEZ LTD,KILIMANJARO,DORMAN (T) LTD,167,60 kg,Kenya Coffee Traders Association,2021 / 2022,"March 11th, 2022",Gilbert Maina,Catimor,Washed / Wet,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.25,82.33,10 %,0 full defects,0,Greenish,2 full defects,"March 11th, 2023",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,1300-1500
143,Arabica,Consejo Salvadoreño del Café,El Salvador,Agua Caliente,1-33,Agua Caliente,09-392-56,Consejo Salvadoreño del Café,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",275,69 kg,Salvadoran Coffee Council,2021 / 2022,"March 9th, 2022",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.58,7.33,7.33,7.58,7.5,10.0,10.0,10.0,7.33,82.25,11 %,0 full defects,0,Yellow - Green,0 full defects,"March 9th, 2023",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,1200
144,Arabica,Alexis Rodriguez,Colombia,,NHOL-2977/20,Trilladora BO,,Nestle Nespresso SA,Santander,FNC,275,70 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 9th, 2021",Alexis Rodriguez,,Washed / Wet,7.42,7.33,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.25,82.17,9 %,0 full defects,2,Green,1 full defects,"June 9th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
145,Arabica,Alexis Rodriguez,Cuba,,NHOL-1635/20,,,Nestle Nespresso SA,,UKGC GB,18,1000 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"June 10th, 2021",Alexis Rodriguez,,Washed / Wet,7.25,7.5,7.58,7.5,7.25,7.5,10.0,10.0,10.0,7.58,82.17,10.8 %,0 full defects,0,Green,1 full defects,"June 10th, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,
146,Arabica,Alexis Rodriguez,Myanmar,near Ywangan,1654050,,,Nestle Nespresso SA,Shan State,Atlas Coffee Importers,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"July 23rd, 2021",Alexis Rodriguez,Catuai,Natural / Dry,7.5,7.33,7.33,7.58,7.5,7.42,10.0,10.0,10.0,7.42,82.08,11.3 %,0 full defects,2,yellow green,0 full defects,"July 23rd, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,1300
147,Arabica,ROGERS WASIBI,Uganda,"Buyaka Yetana (Coffee produced under 3 compact Values of People Care, Environmental Care And Fair Share",1-Buyaka Yetana,Mbale Importers And Exporters,,Mount Elgon Coffee And Honey Co-Operative LTD,Namisindwa Origin,Mount Elgon Coffee And Honey Co-Op,160,60 kg,Coffee Laboratory LTD,2021 / 2022,"May 10th, 2022",ROGERS WASIBI,SL14,Washed / Wet,7.58,7.58,7.25,7.5,7.08,7.5,10.0,10.0,10.0,7.5,82.0,11.3 %,0 full defects,1,Green,0 full defects,"May 10th, 2023",Coffee Laboratory LTD,"93 Lower Baggot Street, Dublin 2, D02Y588, Republic of Ireland",Alin Giriada - 00353863380937,1920-2300
148,Arabica,CHEN RONG FENG,Taiwan,皇庭咖啡莊園Huang Ting Coffee Mamor,1,皇庭咖啡莊園Huang Ting Coffee Mamor,,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳榮豐 Chen, Rong Feng",1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 15th, 2022",CHEN RONG FENG,Gesha,Natural / Dry,7.83,7.58,7.5,7.25,7.25,7.33,10.0,10.0,10.0,7.25,82.0,10.8 %,0 full defects,0,Yellowish,1 full defects,"April 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",800
149,Arabica,Yukinobu Ueda,Colombia,Federación Nacional de Cafeteros de Colombia,3/0960/02324,Federación Nacional de Cafeteros de Colombia,03/0960/02324,"NIPPON COFFEE TRADING CO.,LTD.",Huila,Federación Nacional de Cafeteros de Colombia,250,70 kg,Japan Coffee Exchange,2020,"December 10th, 2021",Yukinobu Ueda,Caturra,Washed / Wet,7.5,7.5,7.42,7.33,7.33,7.42,10.0,10.0,10.0,7.5,82.0,11.4 %,0 full defects,1,greenish,2 full defects,"December 10th, 2022",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,1700
